cr_id,filename,page_num,page_classification,dropbox_path,doccloud_url
1052830,CPD 0041232.pdf,6,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20030486-cpd-0041232pdf
1052830,CPD 0041232.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20030486-cpd-0041232pdf
1052830,CPD 0041232.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20030486-cpd-0041232pdf
1052830,CPD 0041232.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20030486-cpd-0041232pdf
1052831,CPD 0041248.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20044582-cpd-0041248pdf
1052831,CPD 0041248.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20044582-cpd-0041248pdf
1052834,CPD 0041258.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043464-cpd-0041258pdf
1052834,CPD 0041258.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043464-cpd-0041258pdf
1052834,CPD 0041258.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043464-cpd-0041258pdf
1052835,CPD 0041270.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20038934-cpd-0041270pdf
1052835,CPD 0041270.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20038934-cpd-0041270pdf
1052835,CPD 0041270.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20038934-cpd-0041270pdf
1052838,LOG_1052838.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034765-log_1052838pdf
1052838,LOG_1052838.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034765-log_1052838pdf
1052841,CPD 0041281.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031885-cpd-0041281pdf
1052841,CPD 0041281.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031885-cpd-0041281pdf
1052841,CPD 0041281.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031885-cpd-0041281pdf
1052864,LOG_1052864.pdf,11,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20034547-log_1052864pdf
1052864,LOG_1052864.pdf,12,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20034547-log_1052864pdf
1052865,LOG_1052865.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20047822-log_1052865pdf
1052865,LOG_1052865.pdf,10,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20047822-log_1052865pdf
1052865,LOG_1052865.pdf,11,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20047822-log_1052865pdf
1052865,LOG_1052865.pdf,12,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20047822-log_1052865pdf
1052868,CPD 0032571.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049506-cpd-0032571pdf
1052868,CPD 0032571.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049506-cpd-0032571pdf
1052868,CPD 0032571.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20049506-cpd-0032571pdf
1052872,CPD 0032598.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20035072-cpd-0032598pdf
1052872,CPD 0032598.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20035072-cpd-0032598pdf
1052874,LOG_1052874.pdf,19,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034874-log_1052874pdf
1052874,LOG_1052874.pdf,20,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034874-log_1052874pdf
1052874,LOG_1052874.pdf,21,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034874-log_1052874pdf
1052874,LOG_1052874.pdf,22,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20034874-log_1052874pdf
1052876,LOG_1052876.pdf,18,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20033828-log_1052876pdf
1052876,LOG_1052876.pdf,19,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20033828-log_1052876pdf
1052876,LOG_1052876.pdf,20,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20033828-log_1052876pdf
1052876,LOG_1052876.pdf,21,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20033828-log_1052876pdf
1052879,LOG_1052879.pdf,11,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20048040-log_1052879pdf
1052879,LOG_1052879.pdf,12,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20048040-log_1052879pdf
1052879,LOG_1052879.pdf,13,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20048040-log_1052879pdf
1052892,CPD 0041425.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031012-cpd-0041425pdf
1052892,CPD 0041425.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031012-cpd-0041425pdf
1052892,CPD 0041425.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031012-cpd-0041425pdf
1052892,CPD 0041425.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031012-cpd-0041425pdf
1052901,CPD 0041489.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043233-cpd-0041489pdf
1052901,CPD 0041489.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043233-cpd-0041489pdf
1052901,CPD 0041489.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043233-cpd-0041489pdf
1052901,CPD 0041489.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043233-cpd-0041489pdf
1052903,CPD 0041499.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043535-cpd-0041499pdf
1052903,CPD 0041499.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043535-cpd-0041499pdf
1052903,CPD 0041499.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20043535-cpd-0041499pdf
1052905,CPD 0041517.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20042159-cpd-0041517pdf
1052905,CPD 0041517.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20042159-cpd-0041517pdf
1052905,CPD 0041517.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20042159-cpd-0041517pdf
1052905,CPD 0041517.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20042159-cpd-0041517pdf
1052911,CPD 0041533.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040919-cpd-0041533pdf
1052911,CPD 0041533.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040919-cpd-0041533pdf
1052911,CPD 0041533.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040919-cpd-0041533pdf
1052911,CPD 0041533.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040919-cpd-0041533pdf
1052915,CPD 0041552.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031435-cpd-0041552pdf
1052915,CPD 0041552.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031435-cpd-0041552pdf
1052915,CPD 0041552.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031435-cpd-0041552pdf
1052915,CPD 0041552.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031435-cpd-0041552pdf
1052920,CPD 0041586.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20045243-cpd-0041586pdf
1052920,CPD 0041586.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20045243-cpd-0041586pdf
1052920,CPD 0041586.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20045243-cpd-0041586pdf
1052920,CPD 0041586.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20045243-cpd-0041586pdf
1052935,CPD 0041670.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046069-cpd-0041670pdf
1052935,CPD 0041670.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046069-cpd-0041670pdf
1052935,CPD 0041670.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046069-cpd-0041670pdf
1052935,CPD 0041670.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046069-cpd-0041670pdf
1052939,LOG_1052939.pdf,30,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050828-log_1052939pdf
1052939,LOG_1052939.pdf,31,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050828-log_1052939pdf
1052939,LOG_1052939.pdf,32,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050828-log_1052939pdf
1052939,LOG_1052939.pdf,33,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050828-log_1052939pdf
1052947,CPD 0041706.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20032443-cpd-0041706pdf
1052947,CPD 0041706.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20032443-cpd-0041706pdf
1052947,CPD 0041706.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20032443-cpd-0041706pdf
1052947,CPD 0041706.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20032443-cpd-0041706pdf
1052948,LOG_1052948.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20046815-log_1052948pdf
1052948,LOG_1052948.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20046815-log_1052948pdf
1052948,LOG_1052948.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20046815-log_1052948pdf
1052948,LOG_1052948.pdf,10,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20046815-log_1052948pdf
1052950,LOG_1052950.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052950,LOG_1052950.pdf,6,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052950,LOG_1052950.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052950,LOG_1052950.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052950,LOG_1052950.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052950,LOG_1052950.pdf,10,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20035475-log_1052950pdf
1052954,LOG_1052954.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,11,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,12,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,15,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,16,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,17,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,18,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,22,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,23,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052954,LOG_1052954.pdf,24,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20049974-log_1052954pdf
1052960,CPD 0032705.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20031654-cpd-0032705pdf
1052960,CPD 0032705.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20031654-cpd-0032705pdf
1052960,CPD 0032705.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20031654-cpd-0032705pdf
1052962,CPD 0032720.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046970-cpd-0032720pdf
1052962,CPD 0032720.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046970-cpd-0032720pdf
1052962,CPD 0032720.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046970-cpd-0032720pdf
1052962,CPD 0032720.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046970-cpd-0032720pdf
1052971,LOG_1052971.pdf,15,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,16,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,17,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,18,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,20,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,21,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,22,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,23,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052971,LOG_1052971.pdf,42,ARREST Report,/Green v. CPD FOIA Files/Green 2020.02.28 Production,https://beta.documentcloud.org/documents/20036171-log_1052971pdf
1052973,CPD 0041764.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20041667-cpd-0041764pdf
1052973,CPD 0041764.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20041667-cpd-0041764pdf
1052986,CPD 0032759.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046921-cpd-0032759pdf
1052986,CPD 0032759.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046921-cpd-0032759pdf
1052991,CPD 0032800.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032535-cpd-0032800pdf
1052991,CPD 0032800.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032535-cpd-0032800pdf
1052991,CPD 0032800.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032535-cpd-0032800pdf
1052991,CPD 0032800.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032535-cpd-0032800pdf
1052991,CPD 0032905.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032831-cpd-0032905pdf
1052991,CPD 0032905.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032831-cpd-0032905pdf
1052991,CPD 0032905.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032831-cpd-0032905pdf
1052991,CPD 0032905.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20032831-cpd-0032905pdf
1052992,CPD 0032931.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,6,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,7,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,8,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,9,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052992,CPD 0032931.pdf,10,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20029928-cpd-0032931pdf
1052993,CPD 0032947.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046954-cpd-0032947pdf
1052993,CPD 0032947.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046954-cpd-0032947pdf
1052993,CPD 0032947.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20046954-cpd-0032947pdf
1053008,CPD 0033113.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048921-cpd-0033113pdf
1053008,CPD 0033113.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048921-cpd-0033113pdf
1053008,CPD 0033113.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048921-cpd-0033113pdf
1053008,CPD 0033113.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 2019.12.02 Production,https://beta.documentcloud.org/documents/20048921-cpd-0033113pdf
1053019,LOG_1053019.pdf,10,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050451-log_1053019pdf
1053019,LOG_1053019.pdf,11,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050451-log_1053019pdf
1053019,LOG_1053019.pdf,12,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050451-log_1053019pdf
1053019,LOG_1053019.pdf,13,ARREST Report,/Green v. CPD FOIA Files/Green 1.31.20 Production,https://beta.documentcloud.org/documents/20050451-log_1053019pdf
1053023,CPD 0041848.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20039112-cpd-0041848pdf
1053023,CPD 0041848.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20039112-cpd-0041848pdf
1053023,CPD 0041848.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20039112-cpd-0041848pdf
1053024,CPD 0041861.pdf,2,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046167-cpd-0041861pdf
1053024,CPD 0041861.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046167-cpd-0041861pdf
1053024,CPD 0041861.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046167-cpd-0041861pdf
1053024,CPD 0041861.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046167-cpd-0041861pdf
1053024,CPD 0041861.pdf,6,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20046167-cpd-0041861pdf
1053025,CPD 0041876.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040105-cpd-0041876pdf
1053025,CPD 0041876.pdf,4,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040105-cpd-0041876pdf
1053025,CPD 0041876.pdf,5,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20040105-cpd-0041876pdf
1053030,CPD 0041905.pdf,3,ARREST Report,/Green v. CPD FOIA Files/Green 12.30.19 Production/Green 2019.12.30 Production,https://beta.documentcloud.org/documents/20031568-cpd-0041905pdf
