"Production::Begin Bates","Production::End Bates","File Name","Log Number","FILE_PATH"
"CPD 0047785","CPD 0047785","LOG_1054668.zip?2012-2.LOG_1054668.002.CR Face Sheet.pdf","LOG_1054668",""
"CPD 0047786","CPD 0047788","LOG_1054668.zip?2012-2.LOG_1054668.004.CR_Attachment_---_DOCID_859806.pdf","LOG_1054668",""
"CPD 0047789","CPD 0047791","LOG_1054669.zip?2012-2.LOG_1054669.001.CR Summary.pdf","LOG_1054669",""
"CPD 0047792","CPD 0047793","LOG_1054669.zip?2012-2.LOG_1054669.002.CR Face Sheet.pdf","LOG_1054669",""
"CPD 0047794","CPD 0047798","LOG_1054669.zip?2012-2.LOG_1054669.004.CR_Attachment_---_DOCID_859958.pdf","LOG_1054669",""
"CPD 0047799","CPD 0047803","LOG_1054669.zip?2012-2.LOG_1054669.005.CR_Attachment_---_DOCID_859959.pdf","LOG_1054669",""
"CPD 0047804","CPD 0047805","LOG_1054670.zip?2012-2.LOG_1054670.001.CR Summary.pdf","LOG_1054670",""
"CPD 0047806","CPD 0047806","LOG_1054670.zip?2012-2.LOG_1054670.002.CR Face Sheet.pdf","LOG_1054670",""
"CPD 0047807","CPD 0047809","LOG_1054671.zip?2012-2.LOG_1054671.001.CR Summary.pdf","LOG_1054671",""
"CPD 0047810","CPD 0047810","LOG_1054671.zip?2012-2.LOG_1054671.002.CR Face Sheet.pdf","LOG_1054671",""
"CPD 0047811","CPD 0047815","LOG_1054671.zip?2012-2.LOG_1054671.004.CR_Attachment_---_DOCID_859977.pdf","LOG_1054671",""
"CPD 0047816","CPD 0047818","LOG_1054672.zip?2012-2.LOG_1054672.001.CR Summary.pdf","LOG_1054672",""
"CPD 0047819","CPD 0047820","LOG_1054672.zip?2012-2.LOG_1054672.002.CR Face Sheet.pdf","LOG_1054672",""
"CPD 0047821","CPD 0047822","LOG_1054675.zip?2012-2.LOG_1054675.001.CR Summary.pdf","LOG_1054675",""
"CPD 0047823","CPD 0047823","LOG_1054675.zip?2012-2.LOG_1054675.002.CR Face Sheet.pdf","LOG_1054675",""
"CPD 0047824","CPD 0047826","LOG_1054676.zip?2012-2.LOG_1054676.001.CR Summary.pdf","LOG_1054676",""
"CPD 0047827","CPD 0047828","LOG_1054676.zip?2012-2.LOG_1054676.002.CR Face Sheet.pdf","LOG_1054676",""
"CPD 0047829","CPD 0047840","LOG_1054676.zip?2012-2.LOG_1054676.004.CR_Attachment_---_DOCID_860023.pdf","LOG_1054676",""
"CPD 0047841","CPD 0047843","LOG_1054677.zip?2012-2.LOG_1054677.001.CR Summary.pdf","LOG_1054677",""
"CPD 0047844","CPD 0047844","LOG_1054677.zip?2012-2.LOG_1054677.002.CR Face Sheet.pdf","LOG_1054677",""
"CPD 0047845","CPD 0047850","LOG_1054677.zip?2012-2.LOG_1054677.004.CR_Attachment_---_DOCID_859829.pdf","LOG_1054677",""
"CPD 0047851","CPD 0047853","LOG_1054678.zip?2012-2.LOG_1054678.001.CR Summary.pdf","LOG_1054678",""
"CPD 0047854","CPD 0047854","LOG_1054678.zip?2012-2.LOG_1054678.002.CR Face Sheet.pdf","LOG_1054678",""
"CPD 0047855","CPD 0047857","LOG_1054678.zip?2012-2.LOG_1054678.004.CR_Attachment_---_DOCID_859832.pdf","LOG_1054678",""
"CPD 0047858","CPD 0047860","LOG_1054679.zip?2012-2.LOG_1054679.001.CR Summary.pdf","LOG_1054679",""
"CPD 0047861","CPD 0047861","LOG_1054679.zip?2012-2.LOG_1054679.002.CR Face Sheet.pdf","LOG_1054679",""
"CPD 0047862","CPD 0047864","LOG_1054679.zip?2012-2.LOG_1054679.004.CR_Attachment_---_DOCID_859834.pdf","LOG_1054679",""
"CPD 0047865","CPD 0047867","LOG_1054680.zip?2012-2.LOG_1054680.001.CR Summary.pdf","LOG_1054680",""
"CPD 0047868","CPD 0047869","LOG_1054680.zip?2012-2.LOG_1054680.002.CR Face Sheet.pdf","LOG_1054680",""
"CPD 0047870","CPD 0047872","LOG_1054680.zip?2012-2.LOG_1054680.004.CR_Attachment_---_DOCID_859836.pdf","LOG_1054680",""
"CPD 0047873","CPD 0047875","LOG_1054681.zip?2012-2.LOG_1054681.001.CR Summary.pdf","LOG_1054681",""
"CPD 0047876","CPD 0047877","LOG_1054681.zip?2012-2.LOG_1054681.002.CR Face Sheet.pdf","LOG_1054681",""
"CPD 0047878","CPD 0047879","LOG_1054681.zip?2012-2.LOG_1054681.004.CR_Attachment_---_DOCID_859838.pdf","LOG_1054681",""
"CPD 0047880","CPD 0047882","LOG_1054683.zip?2012-2.LOG_1054683.001.CR Summary.pdf","LOG_1054683",""
"CPD 0047883","CPD 0047884","LOG_1054683.zip?2012-2.LOG_1054683.002.CR Face Sheet.pdf","LOG_1054683",""
"CPD 0047885","CPD 0047886","LOG_1054683.zip?2012-2.LOG_1054683.004.CR_Attachment_---_DOCID_859847.pdf","LOG_1054683",""
"CPD 0047887","CPD 0047888","LOG_1054688.zip?2012-2.LOG_1054688.001.CR Summary.pdf","LOG_1054688",""
"CPD 0047889","CPD 0047889","LOG_1054688.zip?2012-2.LOG_1054688.002.CR Face Sheet.pdf","LOG_1054688",""
"CPD 0047890","CPD 0047892","LOG_1054690.zip?2012-2.LOG_1054690.001.CR Summary.pdf","LOG_1054690",""
"CPD 0047893","CPD 0047894","LOG_1054690.zip?2012-2.LOG_1054690.002.CR Face Sheet.pdf","LOG_1054690",""
"CPD 0047895","CPD 0047896","LOG_1054690.zip?2012-2.LOG_1054690.004.CR_Attachment_---_DOCID_860312.pdf","LOG_1054690",""
"CPD 0047897","CPD 0047901","LOG_1054690.zip?2012-2.LOG_1054690.005.CR_Attachment_---_DOCID_860313.pdf","LOG_1054690",""
"CPD 0047902","CPD 0047904","LOG_1054691.zip?2012-2.LOG_1054691.001.CR Summary.pdf","LOG_1054691",""
"CPD 0047905","CPD 0047905","LOG_1054691.zip?2012-2.LOG_1054691.002.CR Face Sheet.pdf","LOG_1054691",""
"CPD 0047906","CPD 0047906","LOG_1054691.zip?2012-2.LOG_1054691.004.CR_Attachment_---_DOCID_860099.pdf","LOG_1054691",""
"CPD 0047907","CPD 0047911","LOG_1054691.zip?2012-2.LOG_1054691.005.CR_Attachment_---_DOCID_860317.pdf","LOG_1054691",""
"CPD 0047912","CPD 0047914","LOG_1054692.zip?2012-2.LOG_1054692.001.CR Summary.pdf","LOG_1054692",""
"CPD 0047915","CPD 0047915","LOG_1054692.zip?2012-2.LOG_1054692.002.CR Face Sheet.pdf","LOG_1054692",""
"CPD 0047916","CPD 0047918","LOG_1054696.zip?2012-2.LOG_1054696.001.CR Summary.pdf","LOG_1054696",""
"CPD 0047919","CPD 0047920","LOG_1054696.zip?2012-2.LOG_1054696.002.CR Face Sheet.pdf","LOG_1054696",""
"CPD 0047921","CPD 0047923","LOG_1054698.zip?2012-2.LOG_1054698.001.CR Summary.pdf","LOG_1054698",""
"CPD 0047924","CPD 0047925","LOG_1054698.zip?2012-2.LOG_1054698.002.CR Face Sheet.pdf","LOG_1054698",""
"CPD 0047926","CPD 0047928","LOG_1054698.zip?2012-2.LOG_1054698.004.CR_Attachment_---_DOCID_861389.pdf","LOG_1054698",""
"CPD 0047929","CPD 0047931","LOG_1054706.zip?2012-2.LOG_1054706.001.CR Summary.pdf","LOG_1054706",""
"CPD 0047932","CPD 0047933","LOG_1054706.zip?2012-2.LOG_1054706.002.CR Face Sheet.pdf","LOG_1054706",""
"CPD 0047934","CPD 0047936","LOG_1054707.zip?2012-2.LOG_1054707.001.CR Summary.pdf","LOG_1054707",""
"CPD 0047937","CPD 0047938","LOG_1054707.zip?2012-2.LOG_1054707.002.CR Face Sheet.pdf","LOG_1054707",""
"CPD 0047939","CPD 0047939","LOG_1054707.zip?2012-2.LOG_1054707.004.CR_Attachment_---_DOCID_860208.pdf","LOG_1054707",""
"CPD 0047940","CPD 0047944","LOG_1054707.zip?2012-2.LOG_1054707.005.CR_Attachment_---_DOCID_860343.pdf","LOG_1054707",""
"CPD 0047945","CPD 0047947","LOG_1054708.zip?2012-2.LOG_1054708.001.CR Summary.pdf","LOG_1054708",""
"CPD 0047948","CPD 0047948","LOG_1054708.zip?2012-2.LOG_1054708.002.CR Face Sheet.pdf","LOG_1054708",""
"CPD 0047949","CPD 0047951","LOG_1054710.zip?2012-2.LOG_1054710.001.CR Summary.pdf","LOG_1054710",""
"CPD 0047952","CPD 0047953","LOG_1054710.zip?2012-2.LOG_1054710.002.CR Face Sheet.pdf","LOG_1054710",""
"CPD 0047954","CPD 0047956","LOG_1054710.zip?2012-2.LOG_1054710.004.CR_Attachment_---_DOCID_860520.pdf","LOG_1054710",""
"CPD 0047957","CPD 0047959","LOG_1054711.zip?2012-2.LOG_1054711.001.CR Summary.pdf","LOG_1054711",""
"CPD 0047960","CPD 0047961","LOG_1054711.zip?2012-2.LOG_1054711.002.CR Face Sheet.pdf","LOG_1054711",""
"CPD 0047962","CPD 0047974","LOG_1054711.zip?2012-2.LOG_1054711.004.CR_Attachment_---_DOCID_860518.pdf","LOG_1054711",""
"CPD 0047975","CPD 0047976","LOG_1054712.zip?2012-2.LOG_1054712.001.CR Summary.pdf","LOG_1054712",""
"CPD 0047977","CPD 0047977","LOG_1054712.zip?2012-2.LOG_1054712.002.CR Face Sheet.pdf","LOG_1054712",""
"CPD 0047978","CPD 0047980","LOG_1054713.zip?2012-2.LOG_1054713.001.CR Summary.pdf","LOG_1054713",""
"CPD 0047981","CPD 0047981","LOG_1054713.zip?2012-2.LOG_1054713.002.CR Face Sheet.pdf","LOG_1054713",""
"CPD 0047982","CPD 0047983","LOG_1054713.zip?2012-2.LOG_1054713.004.CR_Attachment_---_DOCID_860277.pdf","LOG_1054713",""
"CPD 0047984","CPD 0047986","LOG_1054714.zip?2012-2.LOG_1054714.001.CR Summary.pdf","LOG_1054714",""
"CPD 0047987","CPD 0047988","LOG_1054714.zip?2012-2.LOG_1054714.002.CR Face Sheet.pdf","LOG_1054714",""
"CPD 0047989","CPD 0047991","LOG_1054715.zip?2012-2.LOG_1054715.001.CR Summary.pdf","LOG_1054715",""
"CPD 0047992","CPD 0047993","LOG_1054715.zip?2012-2.LOG_1054715.002.CR Face Sheet.pdf","LOG_1054715",""
"CPD 0047994","CPD 0047996","LOG_1054715.zip?2012-2.LOG_1054715.004.CR_Attachment_---_DOCID_860516.pdf","LOG_1054715",""
"CPD 0047997","CPD 0047998","LOG_1054717.zip?2012-2.LOG_1054717.001.CR Summary.pdf","LOG_1054717",""
"CPD 0047999","CPD 0047999","LOG_1054717.zip?2012-2.LOG_1054717.002.CR Face Sheet.pdf","LOG_1054717",""
"CPD 0048000","CPD 0048002","LOG_1054717.zip?2012-2.LOG_1054717.004.CR_Attachment_---_DOCID_860289.pdf","LOG_1054717",""
"CPD 0048003","CPD 0048005","LOG_1054719.zip?2012-2.LOG_1054719.001.CR Summary.pdf","LOG_1054719",""
"CPD 0048006","CPD 0048007","LOG_1054719.zip?2012-2.LOG_1054719.002.CR Face Sheet.pdf","LOG_1054719",""
"CPD 0048008","CPD 0048009","LOG_1054719.zip?2012-2.LOG_1054719.004.CR_Attachment_---_DOCID_860515.pdf","LOG_1054719",""
"CPD 0048010","CPD 0048012","LOG_1054720.zip?2012-2.LOG_1054720.001.CR Summary.pdf","LOG_1054720",""
"CPD 0048013","CPD 0048014","LOG_1054720.zip?2012-2.LOG_1054720.002.CR Face Sheet.pdf","LOG_1054720",""
"CPD 0048015","CPD 0048017","LOG_1054723.zip?2012-2.LOG_1054723.001.CR Summary.pdf","LOG_1054723",""
"CPD 0048018","CPD 0048019","LOG_1054723.zip?2012-2.LOG_1054723.002.CR Face Sheet.pdf","LOG_1054723",""
"CPD 0048020","CPD 0048020","LOG_1054723.zip?2012-2.LOG_1054723.004.CR_Attachment_---_DOCID_860460.pdf","LOG_1054723",""
"CPD 0048021","CPD 0048023","LOG_1054725.zip?2012-2.LOG_1054725.001.CR Summary.pdf","LOG_1054725",""
"CPD 0048024","CPD 0048025","LOG_1054725.zip?2012-2.LOG_1054725.002.CR Face Sheet.pdf","LOG_1054725",""
"CPD 0048026","CPD 0048029","LOG_1054725.zip?2012-2.LOG_1054725.004.CR_Attachment_---_DOCID_861037.pdf","LOG_1054725",""
"CPD 0048030","CPD 0048032","LOG_1054727.zip?2012-2.LOG_1054727.001.CR Summary.pdf","LOG_1054727",""
"CPD 0048033","CPD 0048034","LOG_1054727.zip?2012-2.LOG_1054727.002.CR Face Sheet.pdf","LOG_1054727",""
"CPD 0048035","CPD 0048037","LOG_1054728.zip?2012-2.LOG_1054728.001.CR Summary.pdf","LOG_1054728",""
"CPD 0048038","CPD 0048039","LOG_1054728.zip?2012-2.LOG_1054728.002.CR Face Sheet.pdf","LOG_1054728",""
"CPD 0048040","CPD 0048040","LOG_1054728.zip?2012-2.LOG_1054728.004.CR_Attachment_---_DOCID_878625.pdf","LOG_1054728",""
"CPD 0048041","CPD 0048043","LOG_1054729.zip?2012-2.LOG_1054729.001.CR Summary.pdf","LOG_1054729",""
"CPD 0048044","CPD 0048045","LOG_1054729.zip?2012-2.LOG_1054729.002.CR Face Sheet.pdf","LOG_1054729",""
"CPD 0048046","CPD 0048049","LOG_1054729.zip?2012-2.LOG_1054729.004.CR_Attachment_---_DOCID_861034.pdf","LOG_1054729",""
"CPD 0048050","CPD 0048052","LOG_1054730.zip?2012-2.LOG_1054730.001.CR Summary.pdf","LOG_1054730",""
"CPD 0048053","CPD 0048054","LOG_1054730.zip?2012-2.LOG_1054730.002.CR Face Sheet.pdf","LOG_1054730",""
"CPD 0048055","CPD 0048057","LOG_1054733.zip?2012-2.LOG_1054733.001.CR Summary.pdf","LOG_1054733",""
"CPD 0048058","CPD 0048059","LOG_1054733.zip?2012-2.LOG_1054733.002.CR Face Sheet.pdf","LOG_1054733",""
"CPD 0048060","CPD 0048061","LOG_1054735.zip?2012-2.LOG_1054735.001.CR Summary.pdf","LOG_1054735",""
"CPD 0048062","CPD 0048062","LOG_1054735.zip?2012-2.LOG_1054735.002.CR Face Sheet.pdf","LOG_1054735",""
"CPD 0048063","CPD 0048065","LOG_1054736.zip?2012-2.LOG_1054736.001.CR Summary.pdf","LOG_1054736",""
"CPD 0048066","CPD 0048067","LOG_1054736.zip?2012-2.LOG_1054736.002.CR Face Sheet.pdf","LOG_1054736",""
"CPD 0048068","CPD 0048069","LOG_1054736.zip?2012-2.LOG_1054736.004.CR_Attachment_---_DOCID_860740.pdf","LOG_1054736",""
"CPD 0048070","CPD 0048071","LOG_1054736.zip?2012-2.LOG_1054736.005.CR_Attachment_---_DOCID_860741.pdf","LOG_1054736",""
"CPD 0048072","CPD 0048074","LOG_1054738.zip?2012-2.LOG_1054738.001.CR Summary.pdf","LOG_1054738",""
"CPD 0048075","CPD 0048076","LOG_1054738.zip?2012-2.LOG_1054738.002.CR Face Sheet.pdf","LOG_1054738",""
"CPD 0048077","CPD 0048078","LOG_1054739.zip?2012-2.LOG_1054739.001.CR Summary.pdf","LOG_1054739",""
"CPD 0048079","CPD 0048079","LOG_1054739.zip?2012-2.LOG_1054739.002.CR Face Sheet.pdf","LOG_1054739",""
"CPD 0048080","CPD 0048082","LOG_1054740.zip?2012-2.LOG_1054740.001.CR Summary.pdf","LOG_1054740",""
"CPD 0048083","CPD 0048084","LOG_1054740.zip?2012-2.LOG_1054740.002.CR Face Sheet.pdf","LOG_1054740",""
"CPD 0048085","CPD 0048085","LOG_1054740.zip?2012-2.LOG_1054740.004.CR_Attachment_---_DOCID_860747.pdf","LOG_1054740",""
"CPD 0048086","CPD 0048088","LOG_1054741.zip?2012-2.LOG_1054741.001.CR Summary.pdf","LOG_1054741",""
"CPD 0048089","CPD 0048090","LOG_1054741.zip?2012-2.LOG_1054741.002.CR Face Sheet.pdf","LOG_1054741",""
"CPD 0048091","CPD 0048092","LOG_1054741.zip?2012-2.LOG_1054741.004.CR_Attachment_---_DOCID_860746.pdf","LOG_1054741",""
"CPD 0048093","CPD 0048095","LOG_1054742.zip?2012-2.LOG_1054742.001.CR Summary.pdf","LOG_1054742",""
"CPD 0048096","CPD 0048097","LOG_1054742.zip?2012-2.LOG_1054742.002.CR Face Sheet.pdf","LOG_1054742",""
"CPD 0048098","CPD 0048102","LOG_1054742.zip?2012-2.LOG_1054742.004.CR_Attachment_---_DOCID_860799.pdf","LOG_1054742",""
"CPD 0048103","CPD 0048105","LOG_1054743.zip?2012-2.LOG_1054743.001.CR Summary.pdf","LOG_1054743",""
"CPD 0048106","CPD 0048107","LOG_1054743.zip?2012-2.LOG_1054743.002.CR Face Sheet.pdf","LOG_1054743",""
"CPD 0048108","CPD 0048121","LOG_1054743.zip?2012-2.LOG_1054743.004.CR_Attachment_---_DOCID_861031.pdf","LOG_1054743",""
"CPD 0048122","CPD 0048124","LOG_1054746.zip?2012-2.LOG_1054746.001.CR Summary.pdf","LOG_1054746",""
"CPD 0048125","CPD 0048126","LOG_1054746.zip?2012-2.LOG_1054746.002.CR Face Sheet.pdf","LOG_1054746",""
"CPD 0048127","CPD 0048127","LOG_1054746.zip?2012-2.LOG_1054746.004.CR_Attachment_---_DOCID_860816.pdf","LOG_1054746",""
"CPD 0048128","CPD 0048132","LOG_1054746.zip?2012-2.LOG_1054746.005.CR_Attachment_---_DOCID_861122.pdf","LOG_1054746",""
"CPD 0048133","CPD 0048135","LOG_1054747.zip?2012-2.LOG_1054747.001.CR Summary.pdf","LOG_1054747",""
"CPD 0048136","CPD 0048137","LOG_1054747.zip?2012-2.LOG_1054747.002.CR Face Sheet.pdf","LOG_1054747",""
"CPD 0048138","CPD 0048140","LOG_1054749.zip?2012-2.LOG_1054749.001.CR Summary.pdf","LOG_1054749",""
"CPD 0048141","CPD 0048141","LOG_1054749.zip?2012-2.LOG_1054749.002.CR Face Sheet.pdf","LOG_1054749",""
"CPD 0048142","CPD 0048144","LOG_1054751.zip?2012-2.LOG_1054751.001.CR Summary.pdf","LOG_1054751",""
"CPD 0048145","CPD 0048146","LOG_1054751.zip?2012-2.LOG_1054751.002.CR Face Sheet.pdf","LOG_1054751",""
"CPD 0048147","CPD 0048149","LOG_1054752.zip?2012-2.LOG_1054752.001.CR Summary.pdf","LOG_1054752",""
"CPD 0048150","CPD 0048151","LOG_1054752.zip?2012-2.LOG_1054752.002.CR Face Sheet.pdf","LOG_1054752",""
"CPD 0048152","CPD 0048156","LOG_1054752.zip?2012-2.LOG_1054752.004.CR_Attachment_---_DOCID_861313.pdf","LOG_1054752",""
"CPD 0048157","CPD 0048158","LOG_1054752.zip?2012-2.LOG_1054752.005.CR_Attachment_---_DOCID_861316.pdf","LOG_1054752",""
"CPD 0048159","CPD 0048161","LOG_1054754.zip?2012-2.LOG_1054754.001.CR Summary.pdf","LOG_1054754",""
"CPD 0048162","CPD 0048163","LOG_1054754.zip?2012-2.LOG_1054754.002.CR Face Sheet.pdf","LOG_1054754",""
"CPD 0048164","CPD 0048168","LOG_1054754.zip?2012-2.LOG_1054754.004.CR_Attachment_---_DOCID_862688.pdf","LOG_1054754",""
"CPD 0048169","CPD 0048170","LOG_1054754.zip?2012-2.LOG_1054754.005.CR_Attachment_---_DOCID_862689.pdf","LOG_1054754",""
"CPD 0048171","CPD 0048173","LOG_1054755.zip?2012-2.LOG_1054755.001.CR Summary.pdf","LOG_1054755",""
"CPD 0048174","CPD 0048174","LOG_1054755.zip?2012-2.LOG_1054755.002.CR Face Sheet.pdf","LOG_1054755",""
"CPD 0048175","CPD 0048177","LOG_1054757.zip?2012-2.LOG_1054757.001.CR Summary.pdf","LOG_1054757",""
"CPD 0048178","CPD 0048178","LOG_1054757.zip?2012-2.LOG_1054757.002.CR Face Sheet.pdf","LOG_1054757",""
"CPD 0048179","CPD 0048181","LOG_1054758.zip?2012-2.LOG_1054758.001.CR Summary.pdf","LOG_1054758",""
"CPD 0048182","CPD 0048183","LOG_1054758.zip?2012-2.LOG_1054758.002.CR Face Sheet.pdf","LOG_1054758",""
"CPD 0048184","CPD 0048189","LOG_1054758.zip?2012-2.LOG_1054758.004.CR_Attachment_---_DOCID_861388.pdf","LOG_1054758",""
"CPD 0048190","CPD 0048191","LOG_1054758.zip?2012-2.LOG_1054758.005.CR_Attachment_---_DOCID_878693.pdf","LOG_1054758",""
"CPD 0048192","CPD 0048194","LOG_1054760.zip?2012-2.LOG_1054760.001.CR Summary.pdf","LOG_1054760",""
"CPD 0048195","CPD 0048196","LOG_1054760.zip?2012-2.LOG_1054760.002.CR Face Sheet.pdf","LOG_1054760",""
"CPD 0048197","CPD 0048197","LOG_1054760.zip?2012-2.LOG_1054760.004.CR_Attachment_---_DOCID_861134.pdf","LOG_1054760",""
"CPD 0048198","CPD 0048200","LOG_1054761.zip?2012-2.LOG_1054761.001.CR Summary.pdf","LOG_1054761",""
"CPD 0048201","CPD 0048202","LOG_1054761.zip?2012-2.LOG_1054761.002.CR Face Sheet.pdf","LOG_1054761",""
"CPD 0048203","CPD 0048204","LOG_1054761.zip?2012-2.LOG_1054761.004.CR_Attachment_---_DOCID_861143.pdf","LOG_1054761",""
"CPD 0048205","CPD 0048205","LOG_1054761.zip?2012-2.LOG_1054761.005.CR_Attachment_---_DOCID_861144.pdf","LOG_1054761",""
"CPD 0048206","CPD 0048208","LOG_1054762.zip?2012-2.LOG_1054762.001.CR Summary.pdf","LOG_1054762",""
"CPD 0048209","CPD 0048210","LOG_1054762.zip?2012-2.LOG_1054762.002.CR Face Sheet.pdf","LOG_1054762",""
"CPD 0048211","CPD 0048217","LOG_1054762.zip?2012-2.LOG_1054762.004.CR_Attachment_---_DOCID_862302.pdf","LOG_1054762",""
"CPD 0048218","CPD 0048220","LOG_1054764.zip?2012-2.LOG_1054764.001.CR Summary.pdf","LOG_1054764",""
"CPD 0048221","CPD 0048222","LOG_1054764.zip?2012-2.LOG_1054764.002.CR Face Sheet.pdf","LOG_1054764",""
"CPD 0048223","CPD 0048225","LOG_1054767.zip?2012-2.LOG_1054767.001.CR Summary.pdf","LOG_1054767",""
"CPD 0048226","CPD 0048227","LOG_1054767.zip?2012-2.LOG_1054767.002.CR Face Sheet.pdf","LOG_1054767",""
"CPD 0048228","CPD 0048230","LOG_1054768.zip?2012-2.LOG_1054768.001.CR Summary.pdf","LOG_1054768",""
"CPD 0048231","CPD 0048232","LOG_1054768.zip?2012-2.LOG_1054768.002.CR Face Sheet.pdf","LOG_1054768",""
"CPD 0048233","CPD 0048235","LOG_1054773.zip?2012-2.LOG_1054773.001.CR Summary.pdf","LOG_1054773",""
"CPD 0048236","CPD 0048237","LOG_1054773.zip?2012-2.LOG_1054773.002.CR Face Sheet.pdf","LOG_1054773",""
"CPD 0048238","CPD 0048239","LOG_1054773.zip?2012-2.LOG_1054773.004.CR_Attachment_---_DOCID_862005.mht","LOG_1054773",""
"CPD 0048240","CPD 0048244","LOG_1054773.zip?2012-2.LOG_1054773.005.CR_Attachment_---_DOCID_881317.pdf","LOG_1054773",""
"CPD 0048245","CPD 0048246","LOG_1054774.zip?2012-2.LOG_1054774.001.CR Summary.pdf","LOG_1054774",""
"CPD 0048247","CPD 0048247","LOG_1054774.zip?2012-2.LOG_1054774.002.CR Face Sheet.pdf","LOG_1054774",""
"CPD 0048248","CPD 0048250","LOG_1054775.zip?2012-2.LOG_1054775.001.CR Summary.pdf","LOG_1054775",""
"CPD 0048251","CPD 0048252","LOG_1054775.zip?2012-2.LOG_1054775.002.CR Face Sheet.pdf","LOG_1054775",""
"CPD 0048253","CPD 0048255","LOG_1054777.zip?2012-2.LOG_1054777.001.CR Summary.pdf","LOG_1054777",""
"CPD 0048256","CPD 0048257","LOG_1054777.zip?2012-2.LOG_1054777.002.CR Face Sheet.pdf","LOG_1054777",""
"CPD 0048258","CPD 0048260","LOG_1054778.zip?2012-2.LOG_1054778.001.CR Summary.pdf","LOG_1054778",""
"CPD 0048261","CPD 0048262","LOG_1054778.zip?2012-2.LOG_1054778.002.CR Face Sheet.pdf","LOG_1054778",""
"CPD 0048263","CPD 0048265","LOG_1054778.zip?2012-2.LOG_1054778.004.CR_Attachment_---_DOCID_861386.pdf","LOG_1054778",""
"CPD 0048266","CPD 0048268","LOG_1054780.zip?2012-2.LOG_1054780.001.CR Summary.pdf","LOG_1054780",""
"CPD 0048269","CPD 0048270","LOG_1054780.zip?2012-2.LOG_1054780.002.CR Face Sheet.pdf","LOG_1054780",""
"CPD 0048271","CPD 0048272","LOG_1054780.zip?2012-2.LOG_1054780.004.CR_Attachment_---_DOCID_861226.pdf","LOG_1054780",""
"CPD 0048273","CPD 0048275","LOG_1054784.zip?2012-2.LOG_1054784.001.CR Summary.pdf","LOG_1054784",""
"CPD 0048276","CPD 0048277","LOG_1054784.zip?2012-2.LOG_1054784.002.CR Face Sheet.pdf","LOG_1054784",""
"CPD 0048278","CPD 0048284","LOG_1054784.zip?2012-2.LOG_1054784.004.CR_Attachment_---_DOCID_861349.pdf","LOG_1054784",""
"CPD 0048285","CPD 0048287","LOG_1054786.zip?2012-2.LOG_1054786.001.CR Summary.pdf","LOG_1054786",""
"CPD 0048288","CPD 0048289","LOG_1054786.zip?2012-2.LOG_1054786.002.CR Face Sheet.pdf","LOG_1054786",""
"CPD 0048290","CPD 0048292","LOG_1054787.zip?2012-2.LOG_1054787.001.CR Summary.pdf","LOG_1054787",""
"CPD 0048293","CPD 0048293","LOG_1054787.zip?2012-2.LOG_1054787.002.CR Face Sheet.pdf","LOG_1054787",""
"CPD 0048294","CPD 0048296","LOG_1054793.zip?2012-2.LOG_1054793.001.CR Summary.pdf","LOG_1054793",""
"CPD 0048297","CPD 0048297","LOG_1054793.zip?2012-2.LOG_1054793.002.CR Face Sheet.pdf","LOG_1054793",""
"CPD 0048298","CPD 0048300","LOG_1054794.zip?2012-2.LOG_1054794.001.CR Summary.pdf","LOG_1054794",""
"CPD 0048301","CPD 0048302","LOG_1054794.zip?2012-2.LOG_1054794.002.CR Face Sheet.pdf","LOG_1054794",""
"CPD 0048303","CPD 0048305","LOG_1054797.zip?2012-2.LOG_1054797.001.CR Summary.pdf","LOG_1054797",""
"CPD 0048306","CPD 0048306","LOG_1054797.zip?2012-2.LOG_1054797.002.CR Face Sheet.pdf","LOG_1054797",""
"CPD 0048307","CPD 0048309","LOG_1054798.zip?2012-2.LOG_1054798.001.CR Summary.pdf","LOG_1054798",""
"CPD 0048310","CPD 0048311","LOG_1054798.zip?2012-2.LOG_1054798.002.CR Face Sheet.pdf","LOG_1054798",""
"CPD 0048312","CPD 0048317","LOG_1054798.zip?2012-2.LOG_1054798.004.CR_Attachment_---_DOCID_861895.pdf","LOG_1054798",""
"CPD 0048318","CPD 0048319","LOG_1054799.zip?2012-2.LOG_1054799.001.CR Summary.pdf","LOG_1054799",""
"CPD 0048320","CPD 0048320","LOG_1054799.zip?2012-2.LOG_1054799.002.CR Face Sheet.pdf","LOG_1054799",""
"CPD 0048321","CPD 0048323","LOG_1054800.zip?2012-2.LOG_1054800.001.CR Summary.pdf","LOG_1054800",""
"CPD 0048324","CPD 0048325","LOG_1054800.zip?2012-2.LOG_1054800.002.CR Face Sheet.pdf","LOG_1054800",""
"CPD 0048326","CPD 0048328","LOG_1054805.zip?2012-2.LOG_1054805.001.CR Summary.pdf","LOG_1054805",""
"CPD 0048329","CPD 0048330","LOG_1054805.zip?2012-2.LOG_1054805.002.CR Face Sheet.pdf","LOG_1054805",""
"CPD 0048331","CPD 0048332","LOG_1054805.zip?2012-2.LOG_1054805.004.CR_Attachment_---_DOCID_861896.pdf","LOG_1054805",""
"CPD 0048333","CPD 0048335","LOG_1054806.zip?2012-2.LOG_1054806.001.CR Summary.pdf","LOG_1054806",""
